Unit,Quarter,Month,Quantity,Year,Booking_Month,Booking_Year
BATBU,Q3,APR,613,2002,1,2017
BATBU,Q3,FEB,169,2002,1,2017
BATBU,Q3,MAR,801,2002,1,2017
BATBU,Q3,APR,748,2008,1,2018
BATBU,Q3,FEB,506,2008,1,2018
BATBU,Q3,MAR,413,2008,1,2018
BATBU,Q3,APR,707,2007,1,2019
BATBU,Q3,FEB,318,2007,1,2019
BATBU,Q3,MAR,103,2007,1,2019
BATBU,Q3,APR,2277,2011,1,2020
BATBU,Q3,FEB,207,2011,1,2020
BATBU,Q3,MAR,716,2011,1,2020
BATBU,Q3,APR,1101,2012,1,2021
BATBU,Q3,FEB,61,2012,1,2021
BATBU,Q3,MAR,166,2012,1,2021
BATBU,Q4,JUL,397,2002,1,2017
BATBU,Q4,JUN,266,2002,1,2017
BATBU,Q4,MAY,252,2002,1,2017
BATBU,Q4,JUL,620,2008,1,2018
BATBU,Q4,JUN,374,2008,1,2018
BATBU,Q4,MAY,634,2008,1,2018
BATBU,Q4,JUL,532,2007,1,2019
BATBU,Q4,JUN,381,2007,1,2019
BATBU,Q4,MAY,83,2007,1,2019
BATBU,Q4,JUL,762,2011,1,2020
BATBU,Q4,JUN,145,2011,1,2020
BATBU,Q4,MAY,420,2011,1,2020
BATBU,Q4,JUL,132,2012,1,2021
BATBU,Q4,JUN,1222,2012,1,2021
BATBU,Q4,MAY,470,2012,1,2021
BATBU,Q1,AUG,42,2007,1,2019
BATBU,Q1,OCT,2622,2007,1,2019
BATBU,Q1,SEP,160,2007,1,2019
BATBU,Q1,AUG,109,2011,1,2020
BATBU,Q1,OCT,594,2011,1,2020
BATBU,Q1,SEP,369,2011,1,2020
BATBU,Q1,AUG,67,2012,1,2021
BATBU,Q1,OCT,324,2012,1,2021
BATBU,Q1,SEP,100,2012,1,2021
BATBU,Q1,AUG,45,2022,1,2022
BATBU,Q1,OCT,1809,2022,1,2022
BATBU,Q1,SEP,1336,2022,1,2022
BATBU,Q2,DEC,152,2007,1,2019
BATBU,Q2,JAN,193,2007,1,2019
BATBU,Q2,NOV,156,2007,1,2019
BATBU,Q2,DEC,434,2011,1,2020
BATBU,Q2,JAN,167,2011,1,2020
BATBU,Q2,NOV,746,2011,1,2020
BATBU,Q2,DEC,913,2012,1,2021
BATBU,Q2,JAN,886,2012,1,2021
BATBU,Q2,NOV,181,2012,1,2021
BATBU,Q2,DEC,296,2022,1,2022
BATBU,Q2,JAN,23,2022,1,2022
BATBU,Q2,NOV,769,2022,1,2022
BATBU,Q3,APR,225,2008,1,2018
BATBU,Q3,MAR,1,2008,1,2018
BATBU,Q3,APR,528,2007,1,2019
BATBU,Q3,FEB,357,2007,1,2019
BATBU,Q3,MAR,301,2007,1,2019
BATBU,Q3,APR,473,2011,1,2020
BATBU,Q3,FEB,382,2011,1,2020
BATBU,Q3,MAR,339,2011,1,2020
BATBU,Q3,APR,64,2012,1,2021
BATBU,Q3,FEB,865,2012,1,2021
BATBU,Q3,MAR,337,2012,1,2021
BATBU,Q4,JUL,158,2008,1,2018
BATBU,Q4,JUN,91,2008,1,2018
BATBU,Q4,MAY,58,2008,1,2018
BATBU,Q4,JUL,541,2007,1,2019
BATBU,Q4,JUN,402,2007,1,2019
BATBU,Q4,MAY,235,2007,1,2019
BATBU,Q4,JUL,681,2011,1,2020
BATBU,Q4,JUN,475,2011,1,2020
BATBU,Q4,MAY,525,2011,1,2020
BATBU,Q4,JUL,988,2012,1,2021
BATBU,Q4,JUN,934,2012,1,2021
BATBU,Q4,MAY,215,2012,1,2021
BATBU,Q1,AUG,2056,2011,1,2020
BATBU,Q1,OCT,982,2011,1,2020
BATBU,Q1,SEP,475,2011,1,2020
BATBU,Q1,AUG,1924,2012,1,2021
BATBU,Q1,OCT,2173,2012,1,2021
BATBU,Q1,SEP,462,2012,1,2021
BATBU,Q1,AUG,1250,2022,1,2022
BATBU,Q1,OCT,1581,2022,1,2022
BATBU,Q1,SEP,588,2022,1,2022
BATBU,Q2,JAN,41,2007,1,2019
BATBU,Q2,DEC,878,2011,1,2020
BATBU,Q2,JAN,169,2011,1,2020
BATBU,Q2,NOV,1220,2011,1,2020
BATBU,Q2,DEC,2925,2012,1,2021
BATBU,Q2,JAN,1058,2012,1,2021
BATBU,Q2,NOV,638,2012,1,2021
BATBU,Q2,DEC,811,2022,1,2022
BATBU,Q2,JAN,3829,2022,1,2022
BATBU,Q2,NOV,1784,2022,1,2022
BATBU,Q3,APR,441,2007,1,2019
BATBU,Q3,FEB,1511,2007,1,2019
BATBU,Q3,MAR,6,2007,1,2019
BATBU,Q3,APR,1065,2011,1,2020
BATBU,Q3,FEB,496,2011,1,2020
BATBU,Q3,MAR,878,2011,1,2020
BATBU,Q3,APR,3549,2012,1,2021
BATBU,Q3,FEB,616,2012,1,2021
BATBU,Q3,MAR,4056,2012,1,2021
BATBU,Q4,JUL,2795,2007,1,2019
BATBU,Q4,JUN,435,2007,1,2019
BATBU,Q4,MAY,164,2007,1,2019
BATBU,Q4,JUL,1325,2011,1,2020
BATBU,Q4,JUN,1575,2011,1,2020
BATBU,Q4,MAY,345,2011,1,2020
BATBU,Q4,JUL,3134,2012,1,2021
BATBU,Q4,JUN,804,2012,1,2021
BATBU,Q4,MAY,588,2012,1,2021
BATBU,Q1,AUG,2,2007,1,2019
BATBU,Q1,OCT,5074,2007,1,2019
BATBU,Q1,SEP,216,2007,1,2019
BATBU,Q1,AUG,4170,2011,1,2020
BATBU,Q1,OCT,2814,2011,1,2020
BATBU,Q1,SEP,1426,2011,1,2020
BATBU,Q1,AUG,3872,2012,1,2021
BATBU,Q1,OCT,6169,2012,1,2021
BATBU,Q1,SEP,1003,2012,1,2021
BATBU,Q1,AUG,2525,2022,1,2022
BATBU,Q1,OCT,6515,2022,1,2022
BATBU,Q1,SEP,3723,2022,1,2022
BATBU,Q2,DEC,114,2007,1,2019
BATBU,Q2,JAN,224,2007,1,2019
BATBU,Q2,NOV,50,2007,1,2019
BATBU,Q2,DEC,2439,2011,1,2020
BATBU,Q2,JAN,558,2011,1,2020
BATBU,Q2,NOV,3774,2011,1,2020
BATBU,Q2,DEC,8000,2012,1,2021
BATBU,Q2,JAN,3956,2012,1,2021
BATBU,Q2,NOV,1426,2012,1,2021
BATBU,Q2,DEC,2329,2022,1,2022
BATBU,Q2,JAN,6585,2022,1,2022
BATBU,Q2,NOV,4312,2022,1,2022
BATBU,Q3,APR,42,2008,1,2018
BATBU,Q3,MAR,4,2008,1,2018
BATBU,Q3,APR,1643,2007,1,2019
BATBU,Q3,FEB,639,2007,1,2019
BATBU,Q3,MAR,598,2007,1,2019
BATBU,Q3,APR,2710,2011,1,2020
BATBU,Q3,FEB,1590,2011,1,2020
BATBU,Q3,MAR,1552,2011,1,2020
BATBU,Q3,APR,7158,2012,1,2021
BATBU,Q3,FEB,2629,2012,1,2021
BATBU,Q3,MAR,8172,2012,1,2021
BATBU,Q4,JUL,170,2008,1,2018
BATBU,Q4,JUN,274,2008,1,2018
BATBU,Q4,MAY,446,2008,1,2018
BATBU,Q4,JUL,5862,2007,1,2019
BATBU,Q4,JUN,1515,2007,1,2019
BATBU,Q4,MAY,597,2007,1,2019
BATBU,Q4,JUL,4323,2011,1,2020
BATBU,Q4,JUN,3394,2011,1,2020
BATBU,Q4,MAY,1563,2011,1,2020
BATBU,Q4,JUL,8149,2012,1,2021
BATBU,Q4,JUN,3777,2012,1,2021
BATBU,Q4,MAY,1075,2012,1,2021
BATBU,Q1,AUG,109,2022,1,2022
BATBU,Q1,OCT,98,2022,1,2022
BATBU,Q1,SEP,27,2022,1,2022
BATBU,Q2,JAN,7,2012,1,2021
BATBU,Q2,NOV,1,2012,1,2021
BATBU,Q2,DEC,1251,2022,1,2022
BATBU,Q2,JAN,3998,2022,1,2022
BATBU,Q2,NOV,324,2022,1,2022
BATBU,Q3,APR,214,2012,1,2021
BATBU,Q3,FEB,8,2012,1,2021
BATBU,Q3,MAR,177,2012,1,2021
BATBU,Q4,JUL,21,2012,1,2021
BATBU,Q4,JUN,30,2012,1,2021
BATBU,Q4,MAY,490,2012,1,2021
BATBU,Q1,OCT,1,2012,1,2021
BATBU,Q1,AUG,279,2022,1,2022
BATBU,Q1,OCT,1053,2022,1,2022
BATBU,Q1,SEP,671,2022,1,2022
BATBU,Q2,DEC,700,2012,1,2021
BATBU,Q2,JAN,21,2012,1,2021
BATBU,Q2,DEC,1632,2022,1,2022
BATBU,Q2,JAN,1168,2022,1,2022
BATBU,Q2,NOV,360,2022,1,2022
BATBU,Q3,APR,691,2012,1,2021
BATBU,Q3,FEB,22,2012,1,2021
BATBU,Q3,MAR,233,2012,1,2021
BATBU,Q4,JUL,663,2012,1,2021
BATBU,Q4,JUN,414,2012,1,2021
BATBU,Q4,MAY,820,2012,1,2021
BATBU,Q1,AUG,1,2011,1,2020
BATBU,Q1,OCT,6,2011,1,2020
BATBU,Q1,SEP,16,2011,1,2020
BATBU,Q1,AUG,114,2012,1,2021
BATBU,Q1,OCT,1077,2012,1,2021
BATBU,Q1,SEP,101,2012,1,2021
BATBU,Q1,AUG,124,2022,1,2022
BATBU,Q1,OCT,675,2022,1,2022
BATBU,Q1,SEP,149,2022,1,2022
BATBU,Q2,DEC,352,2011,1,2020
BATBU,Q2,JAN,3,2011,1,2020
BATBU,Q2,NOV,23,2011,1,2020
BATBU,Q2,DEC,972,2012,1,2021
BATBU,Q2,JAN,4586,2012,1,2021
BATBU,Q2,NOV,51,2012,1,2021
BATBU,Q2,DEC,3840,2022,1,2022
BATBU,Q2,JAN,1327,2022,1,2022
BATBU,Q2,NOV,1441,2022,1,2022
BATBU,Q3,APR,6,2011,1,2020
BATBU,Q3,FEB,1402,2011,1,2020
BATBU,Q3,MAR,955,2011,1,2020
BATBU,Q3,APR,1355,2012,1,2021
BATBU,Q3,FEB,1817,2012,1,2021
BATBU,Q3,MAR,1324,2012,1,2021
BATBU,Q4,JUL,307,2011,1,2020
BATBU,Q4,JUN,110,2011,1,2020
BATBU,Q4,MAY,713,2011,1,2020
BATBU,Q4,JUL,401,2012,1,2021
BATBU,Q4,JUN,3469,2012,1,2021
BATBU,Q4,MAY,3408,2012,1,2021
BATBU,Q1,AUG,27,2011,1,2020
BATBU,Q1,OCT,1299,2011,1,2020
BATBU,Q1,SEP,135,2011,1,2020
BATBU,Q1,AUG,3656,2012,1,2021
BATBU,Q1,OCT,242,2012,1,2021
BATBU,Q1,SEP,196,2012,1,2021
BATBU,Q1,AUG,179,2022,1,2022
BATBU,Q1,OCT,392,2022,1,2022
BATBU,Q1,SEP,50,2022,1,2022
BATBU,Q2,DEC,6,2007,1,2019
BATBU,Q2,JAN,4,2007,1,2019
BATBU,Q2,DEC,2871,2011,1,2020
BATBU,Q2,JAN,2840,2011,1,2020
BATBU,Q2,NOV,4260,2011,1,2020
BATBU,Q2,DEC,150,2012,1,2021
BATBU,Q2,JAN,438,2012,1,2021
BATBU,Q2,NOV,233,2012,1,2021
BATBU,Q2,DEC,5444,2022,1,2022
BATBU,Q2,JAN,1809,2022,1,2022
BATBU,Q2,NOV,208,2022,1,2022
BATBU,Q3,APR,92,2007,1,2019
BATBU,Q3,FEB,52,2007,1,2019
BATBU,Q3,MAR,4,2007,1,2019
BATBU,Q3,APR,830,2011,1,2020
BATBU,Q3,FEB,1484,2011,1,2020
BATBU,Q3,MAR,432,2011,1,2020
BATBU,Q3,APR,835,2012,1,2021
BATBU,Q3,FEB,380,2012,1,2021
BATBU,Q3,MAR,1393,2012,1,2021
BATBU,Q4,JUL,237,2007,1,2019
BATBU,Q4,JUN,76,2007,1,2019
BATBU,Q4,MAY,2,2007,1,2019
BATBU,Q4,JUL,312,2011,1,2020
BATBU,Q4,JUN,24,2011,1,2020
BATBU,Q4,MAY,2496,2011,1,2020
BATBU,Q4,JUL,1244,2012,1,2021
BATBU,Q4,JUN,2,2012,1,2021
BATBU,Q4,MAY,183,2012,1,2021
BATBU,Q1,AUG,23,2011,1,2020
BATBU,Q1,OCT,1021,2011,1,2020
BATBU,Q1,SEP,29,2011,1,2020
BATBU,Q1,AUG,1734,2012,1,2021
BATBU,Q1,OCT,46,2012,1,2021
BATBU,Q1,SEP,86,2012,1,2021
BATBU,Q1,AUG,12,2022,1,2022
BATBU,Q1,OCT,58,2022,1,2022
BATBU,Q1,SEP,30,2022,1,2022
BATBU,Q2,DEC,1114,2011,1,2020
BATBU,Q2,JAN,1003,2011,1,2020
BATBU,Q2,NOV,2001,2011,1,2020
BATBU,Q2,DEC,11,2012,1,2021
BATBU,Q2,JAN,329,2012,1,2021
BATBU,Q2,NOV,88,2012,1,2021
BATBU,Q2,DEC,3173,2022,1,2022
BATBU,Q2,JAN,1444,2022,1,2022
BATBU,Q2,NOV,8,2022,1,2022
BATBU,Q3,APR,4,2007,1,2019
BATBU,Q3,APR,219,2011,1,2020
BATBU,Q3,FEB,723,2011,1,2020
BATBU,Q3,MAR,105,2011,1,2020
BATBU,Q3,APR,36,2012,1,2021
BATBU,Q3,FEB,221,2012,1,2021
BATBU,Q3,MAR,638,2012,1,2021
BATBU,Q4,JUL,22,2007,1,2019
BATBU,Q4,JUN,1,2007,1,2019
BATBU,Q4,JUL,115,2011,1,2020
BATBU,Q4,JUN,51,2011,1,2020
BATBU,Q4,MAY,1249,2011,1,2020
BATBU,Q4,JUL,498,2012,1,2021
BATBU,Q4,JUN,15,2012,1,2021
BATBU,Q4,MAY,7,2012,1,2021
BATBU,Q1,AUG,13,2011,1,2020
BATBU,Q1,OCT,507,2011,1,2020
BATBU,Q1,SEP,14,2011,1,2020
BATBU,Q1,AUG,866,2012,1,2021
BATBU,Q1,OCT,32,2012,1,2021
BATBU,Q1,SEP,0,2012,1,2021
BATBU,Q1,AUG,6,2022,1,2022
BATBU,Q1,OCT,29,2022,1,2022
BATBU,Q1,SEP,15,2022,1,2022
BATBU,Q2,DEC,557,2011,1,2020
BATBU,Q2,JAN,502,2011,1,2020
BATBU,Q2,NOV,1001,2011,1,2020
BATBU,Q2,DEC,7,2012,1,2021
BATBU,Q2,JAN,165,2012,1,2021
BATBU,Q2,NOV,46,2012,1,2021
BATBU,Q2,DEC,1537,2022,1,2022
BATBU,Q2,JAN,553,2022,1,2022
BATBU,Q2,NOV,4,2022,1,2022
BATBU,Q3,APR,2,2007,1,2019
BATBU,Q3,APR,112,2011,1,2020
BATBU,Q3,FEB,363,2011,1,2020
BATBU,Q3,MAR,53,2011,1,2020
BATBU,Q3,APR,18,2012,1,2021
BATBU,Q3,FEB,111,2012,1,2021
BATBU,Q3,MAR,322,2012,1,2021
BATBU,Q4,JUL,11,2007,1,2019
BATBU,Q4,JUN,2,2007,1,2019
BATBU,Q4,JUL,13,2011,1,2020
BATBU,Q4,JUN,30,2011,1,2020
BATBU,Q4,MAY,627,2011,1,2020
BATBU,Q4,JUL,248,2012,1,2021
BATBU,Q4,JUN,9,2012,1,2021
BATBU,Q4,MAY,10,2012,1,2021
BATBU,Q1,AUG,2,2002,1,2017
BATBU,Q1,SEP,1,2002,1,2017
BATBU,Q1,SEP,0,2008,1,2018
BATBU,Q1,AUG,2,2007,1,2019
BATBU,Q1,OCT,27,2007,1,2019
BATBU,Q1,SEP,815,2007,1,2019
BATBU,Q1,AUG,7,2011,1,2020
BATBU,Q1,OCT,5,2011,1,2020
BATBU,Q1,SEP,3,2011,1,2020
BATBU,Q1,AUG,5,2012,1,2021
BATBU,Q1,OCT,5,2012,1,2021
BATBU,Q1,SEP,5,2012,1,2021
BATBU,Q1,AUG,2088,2022,1,2022
BATBU,Q1,OCT,34,2022,1,2022
BATBU,Q1,SEP,3066,2022,1,2022
BATBU,Q2,DEC,6,2002,1,2017
BATBU,Q2,JAN,0,2002,1,2017
BATBU,Q2,NOV,5,2002,1,2017
BATBU,Q2,DEC,4,2008,1,2018
BATBU,Q2,DEC,39,2007,1,2019
BATBU,Q2,JAN,592,2007,1,2019
BATBU,Q2,NOV,19,2007,1,2019
BATBU,Q2,DEC,62,2011,1,2020
BATBU,Q2,JAN,6,2011,1,2020
BATBU,Q2,NOV,0,2011,1,2020
BATBU,Q2,DEC,1,2012,1,2021
BATBU,Q2,JAN,37,2012,1,2021
BATBU,Q2,NOV,0,2012,1,2021
BATBU,Q2,DEC,3178,2022,1,2022
BATBU,Q2,JAN,5,2022,1,2022
BATBU,Q2,NOV,20,2022,1,2022
BATBU,Q3,MAR,0,2022,1,2016
BATBU,Q3,APR,2,2002,1,2017
BATBU,Q3,FEB,0,2002,1,2017
BATBU,Q3,MAR,9,2002,1,2017
BATBU,Q3,APR,90,2008,1,2018
BATBU,Q3,FEB,0,2008,1,2018
BATBU,Q3,MAR,4,2008,1,2018
BATBU,Q3,APR,205,2007,1,2019
BATBU,Q3,FEB,3,2007,1,2019
BATBU,Q3,MAR,1,2007,1,2019
BATBU,Q3,APR,139,2011,1,2020
BATBU,Q3,FEB,30,2011,1,2020
BATBU,Q3,MAR,76,2011,1,2020
BATBU,Q3,APR,6,2012,1,2021
BATBU,Q3,FEB,37,2012,1,2021
BATBU,Q3,MAR,1,2012,1,2021
BATBU,Q4,JUL,6,2002,1,2017
BATBU,Q4,JUN,4,2002,1,2017
BATBU,Q4,JUL,8,2008,1,2018
BATBU,Q4,JUN,84,2008,1,2018
BATBU,Q4,MAY,4,2008,1,2018
BATBU,Q4,JUL,61,2007,1,2019
BATBU,Q4,JUN,0,2007,1,2019
BATBU,Q4,MAY,0,2007,1,2019
BATBU,Q4,JUL,4,2011,1,2020
BATBU,Q4,JUN,172,2011,1,2020
BATBU,Q4,MAY,5,2011,1,2020
BATBU,Q4,JUL,454,2012,1,2021
BATBU,Q4,JUN,152,2012,1,2021
BATBU,Q4,MAY,418,2012,1,2021
SRSBU,Q1,AUG,4,2015,1,2015
SRSBU,Q1,OCT,102,2015,1,2015
SRSBU,Q1,SEP,36,2015,1,2015
SRSBU,Q1,AUG,1557,2022,1,2016
SRSBU,Q1,OCT,3466,2022,1,2016
SRSBU,Q1,SEP,2189,2022,1,2016
SRSBU,Q1,AUG,3335,2002,1,2017
SRSBU,Q1,OCT,10393,2002,1,2017
SRSBU,Q1,SEP,4439,2002,1,2017
SRSBU,Q1,AUG,5383,2008,1,2018
SRSBU,Q1,OCT,12179,2008,1,2018
SRSBU,Q1,SEP,7994,2008,1,2018
SRSBU,Q1,AUG,6497,2007,1,2019
SRSBU,Q1,OCT,15540,2007,1,2019
SRSBU,Q1,SEP,10030,2007,1,2019
SRSBU,Q1,AUG,4975,2011,1,2020
SRSBU,Q1,OCT,13852,2011,1,2020
SRSBU,Q1,SEP,7404,2011,1,2020
SRSBU,Q1,AUG,2953,2012,1,2021
SRSBU,Q1,OCT,7276,2012,1,2021
SRSBU,Q1,SEP,3644,2012,1,2021
SRSBU,Q1,AUG,5494,2022,1,2022
SRSBU,Q1,OCT,5795,2022,1,2022
SRSBU,Q1,SEP,4803,2022,1,2022
SRSBU,Q2,DEC,599,2015,1,2015
SRSBU,Q2,JAN,657,2015,1,2015
SRSBU,Q2,NOV,893,2015,1,2015
SRSBU,Q2,DEC,6276,2022,1,2016
SRSBU,Q2,JAN,4440,2022,1,2016
SRSBU,Q2,NOV,3121,2022,1,2016
SRSBU,Q2,DEC,8355,2002,1,2017
SRSBU,Q2,JAN,10927,2002,1,2017
SRSBU,Q2,NOV,4411,2002,1,2017
SRSBU,Q2,DEC,7300,2008,1,2018
SRSBU,Q2,JAN,9810,2008,1,2018
SRSBU,Q2,NOV,7464,2008,1,2018
SRSBU,Q2,DEC,10205,2007,1,2019
SRSBU,Q2,JAN,9551,2007,1,2019
SRSBU,Q2,NOV,10259,2007,1,2019
SRSBU,Q2,DEC,6582,2011,1,2020
SRSBU,Q2,JAN,8245,2011,1,2020
SRSBU,Q2,NOV,6218,2011,1,2020
SRSBU,Q2,DEC,3829,2012,1,2021
SRSBU,Q2,JAN,9676,2012,1,2021
SRSBU,Q2,NOV,3173,2012,1,2021
SRSBU,Q2,DEC,1829,2022,1,2022
SRSBU,Q2,JAN,6062,2022,1,2022
SRSBU,Q2,NOV,5142,2022,1,2022
SRSBU,Q3,APR,2094,2015,1,2015
SRSBU,Q3,FEB,706,2015,1,2015
SRSBU,Q3,MAR,515,2015,1,2015
SRSBU,Q3,APR,5518,2022,1,2016
SRSBU,Q3,FEB,2951,2022,1,2016
SRSBU,Q3,MAR,6450,2022,1,2016
SRSBU,Q3,APR,11093,2002,1,2017
SRSBU,Q3,FEB,9537,2002,1,2017
SRSBU,Q3,MAR,7454,2002,1,2017
SRSBU,Q3,APR,16852,2008,1,2018
SRSBU,Q3,FEB,6834,2008,1,2018
SRSBU,Q3,MAR,10059,2008,1,2018
SRSBU,Q3,APR,11507,2007,1,2019
SRSBU,Q3,FEB,7932,2007,1,2019
SRSBU,Q3,MAR,9719,2007,1,2019
SRSBU,Q3,APR,7811,2011,1,2020
SRSBU,Q3,FEB,4492,2011,1,2020
SRSBU,Q3,MAR,7644,2011,1,2020
SRSBU,Q3,APR,4838,2012,1,2021
SRSBU,Q3,FEB,4734,2012,1,2021
SRSBU,Q3,MAR,4297,2012,1,2021
SRSBU,Q4,JUL,0,2014,1,2014
SRSBU,Q4,JUN,1,2014,1,2014
SRSBU,Q4,JUL,4743,2015,1,2015
SRSBU,Q4,JUN,1156,2015,1,2015
SRSBU,Q4,MAY,1193,2015,1,2015
SRSBU,Q4,JUL,15103,2002,1,2017
SRSBU,Q4,JUN,6240,2002,1,2017
SRSBU,Q4,MAY,6835,2002,1,2017
SRSBU,Q4,JUL,17409,2008,1,2018
SRSBU,Q4,JUN,13478,2008,1,2018
SRSBU,Q4,MAY,9776,2008,1,2018
SRSBU,Q4,JUL,13054,2007,1,2019
SRSBU,Q4,JUN,9476,2007,1,2019
SRSBU,Q4,MAY,7505,2007,1,2019
SRSBU,Q4,JUL,6700,2011,1,2020
SRSBU,Q4,JUN,3393,2011,1,2020
SRSBU,Q4,MAY,4189,2011,1,2020
SRSBU,Q4,JUL,8029,2012,1,2021
SRSBU,Q4,JUN,5114,2012,1,2021
SRSBU,Q4,MAY,3561,2012,1,2021
SRSBU,Q1,AUG,3,2015,1,2015
SRSBU,Q1,OCT,638,2015,1,2015
SRSBU,Q1,SEP,35,2015,1,2015
SRSBU,Q1,AUG,2217,2022,1,2016
SRSBU,Q1,OCT,6248,2022,1,2016
SRSBU,Q1,SEP,3479,2022,1,2016
SRSBU,Q1,AUG,6655,2002,1,2017
SRSBU,Q1,OCT,13249,2002,1,2017
SRSBU,Q1,SEP,7874,2002,1,2017
SRSBU,Q1,AUG,8578,2008,1,2018
SRSBU,Q1,OCT,15133,2008,1,2018
SRSBU,Q1,SEP,10176,2008,1,2018
SRSBU,Q1,AUG,11163,2007,1,2019
SRSBU,Q1,OCT,20561,2007,1,2019
SRSBU,Q1,SEP,14051,2007,1,2019
SRSBU,Q1,AUG,10554,2011,1,2020
SRSBU,Q1,OCT,22473,2011,1,2020
SRSBU,Q1,SEP,8950,2011,1,2020
SRSBU,Q1,AUG,7005,2012,1,2021
SRSBU,Q1,OCT,15948,2012,1,2021
SRSBU,Q1,SEP,7870,2012,1,2021
SRSBU,Q1,AUG,9212,2022,1,2022
SRSBU,Q1,OCT,11004,2022,1,2022
SRSBU,Q1,SEP,7867,2022,1,2022
SRSBU,Q2,DEC,1741,2015,1,2015
SRSBU,Q2,JAN,1640,2015,1,2015
SRSBU,Q2,NOV,897,2015,1,2015
SRSBU,Q2,DEC,5618,2022,1,2016
SRSBU,Q2,JAN,5946,2022,1,2016
SRSBU,Q2,NOV,3375,2022,1,2016
SRSBU,Q2,DEC,13128,2002,1,2017
SRSBU,Q2,JAN,15405,2002,1,2017
SRSBU,Q2,NOV,8742,2002,1,2017
SRSBU,Q2,DEC,11907,2008,1,2018
SRSBU,Q2,JAN,15649,2008,1,2018
SRSBU,Q2,NOV,11280,2008,1,2018
SRSBU,Q2,DEC,13513,2007,1,2019
SRSBU,Q2,JAN,15951,2007,1,2019
SRSBU,Q2,NOV,16500,2007,1,2019
SRSBU,Q2,DEC,15702,2011,1,2020
SRSBU,Q2,JAN,14803,2011,1,2020
SRSBU,Q2,NOV,12475,2011,1,2020
SRSBU,Q2,DEC,8779,2012,1,2021
SRSBU,Q2,JAN,12490,2012,1,2021
SRSBU,Q2,NOV,8465,2012,1,2021
SRSBU,Q2,DEC,6109,2022,1,2022
SRSBU,Q2,JAN,11488,2022,1,2022
SRSBU,Q2,NOV,13653,2022,1,2022
SRSBU,Q3,MAR,0,2014,1,2014
SRSBU,Q3,APR,4543,2015,1,2015
SRSBU,Q3,FEB,2200,2015,1,2015
SRSBU,Q3,MAR,3194,2015,1,2015
SRSBU,Q3,APR,8857,2022,1,2016
SRSBU,Q3,FEB,5464,2022,1,2016
SRSBU,Q3,MAR,6019,2022,1,2016
SRSBU,Q3,APR,12891,2002,1,2017
SRSBU,Q3,FEB,10792,2002,1,2017
SRSBU,Q3,MAR,13868,2002,1,2017
SRSBU,Q3,APR,22950,2008,1,2018
SRSBU,Q3,FEB,11498,2008,1,2018
SRSBU,Q3,MAR,17794,2008,1,2018
SRSBU,Q3,APR,20312,2007,1,2019
SRSBU,Q3,FEB,11794,2007,1,2019
SRSBU,Q3,MAR,13611,2007,1,2019
SRSBU,Q3,APR,13863,2011,1,2020
SRSBU,Q3,FEB,8835,2011,1,2020
SRSBU,Q3,MAR,12596,2011,1,2020
SRSBU,Q3,APR,11307,2012,1,2021
SRSBU,Q3,FEB,11337,2012,1,2021
SRSBU,Q3,MAR,10573,2012,1,2021
SRSBU,Q4,JUL,0,2014,1,2014
SRSBU,Q4,JUN,1,2014,1,2014
SRSBU,Q4,JUL,7933,2015,1,2015
SRSBU,Q4,JUN,5781,2015,1,2015
SRSBU,Q4,MAY,2893,2015,1,2015
SRSBU,Q4,JUL,24058,2002,1,2017
SRSBU,Q4,JUN,8802,2002,1,2017
SRSBU,Q4,MAY,7351,2002,1,2017
SRSBU,Q4,JUL,20684,2008,1,2018
SRSBU,Q4,JUN,16583,2008,1,2018
SRSBU,Q4,MAY,14879,2008,1,2018
SRSBU,Q4,JUL,19656,2007,1,2019
SRSBU,Q4,JUN,18062,2007,1,2019
SRSBU,Q4,MAY,14567,2007,1,2019
SRSBU,Q4,JUL,14981,2011,1,2020
SRSBU,Q4,JUN,8168,2011,1,2020
SRSBU,Q4,MAY,7019,2011,1,2020
SRSBU,Q4,JUL,13104,2012,1,2021
SRSBU,Q4,JUN,8695,2012,1,2021
SRSBU,Q4,MAY,8532,2012,1,2021
SRSBU,Q1,AUG,1,2015,1,2015
SRSBU,Q1,OCT,186,2015,1,2015
SRSBU,Q1,SEP,18,2015,1,2015
SRSBU,Q1,AUG,426,2022,1,2016
SRSBU,Q1,OCT,1540,2022,1,2016
SRSBU,Q1,SEP,970,2022,1,2016
SRSBU,Q1,AUG,1290,2002,1,2017
SRSBU,Q1,OCT,3256,2002,1,2017
SRSBU,Q1,SEP,931,2002,1,2017
SRSBU,Q1,AUG,1200,2008,1,2018
SRSBU,Q1,OCT,2460,2008,1,2018
SRSBU,Q1,SEP,1332,2008,1,2018
SRSBU,Q1,AUG,2191,2007,1,2019
SRSBU,Q1,OCT,3546,2007,1,2019
SRSBU,Q1,SEP,1688,2007,1,2019
SRSBU,Q1,AUG,1177,2011,1,2020
SRSBU,Q1,OCT,2246,2011,1,2020
SRSBU,Q1,SEP,1572,2011,1,2020
SRSBU,Q1,AUG,1761,2012,1,2021
SRSBU,Q1,OCT,2053,2012,1,2021
SRSBU,Q1,SEP,892,2012,1,2021
SRSBU,Q1,AUG,2495,2022,1,2022
SRSBU,Q1,OCT,2251,2022,1,2022
SRSBU,Q1,SEP,853,2022,1,2022
