Unit,Family,PLID,Quarter,Month,Quantity,Date
SRSBU,ISR1K,C1111-8P,Q2 FY2022,JAN FY2022,12457,2022-01-01
SRSBU,ISR1K,C1111-8P,Q2 FY2022,NOV FY2022,15174,2022-01-11
SRSBU,ISR1K,C1111-8PLTExA,Q2 FY2022,DEC FY2022,4928,2022-01-12
SRSBU,ISR1K,C1111-8PLTExA,Q2 FY2022,JAN FY2022,1944,2022-01-01
SRSBU,ISR1K,C1111-8PLTExA,Q2 FY2022,NOV FY2022,5168,2022-01-11
SRSBU,ISR1K,C1116-4P,Q2 FY2022,DEC FY2022,1693,2022-01-12
SRSBU,ISR1K,C1116-4P,Q2 FY2022,JAN FY2022,6334,2022-01-01
SRSBU,ISR1K,C1116-4P,Q2 FY2022,NOV FY2022,5126,2022-01-11
SRSBU,ISR1K,C1121-8P,Q2 FY2022,DEC FY2022,1407,2022-01-12
SRSBU,ISR1K,C1121-8P,Q2 FY2022,JAN FY2022,7563,2022-01-01
SRSBU,ISR1K,C1121-8P,Q2 FY2022,NOV FY2022,2049,2022-01-11
SRSBU,ISR1K,P-LTEA-EA,Q2 FY2022,DEC FY2022,4845,2022-01-12
SRSBU,ISR1K,P-LTEA-EA,Q2 FY2022,JAN FY2022,2862,2022-01-01
SRSBU,ISR1K,P-LTEA-EA,Q2 FY2022,NOV FY2022,4226,2022-01-11
SRSBU,ISR900,C927-4P,Q2 FY2022,DEC FY2022,946,2022-01-12
SRSBU,ISR900,C927-4P,Q2 FY2022,JAN FY2022,4146,2022-01-01
SRSBU,ISR900,C927-4P,Q2 FY2022,NOV FY2022,8281,2022-01-11
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q2 FY2022,DEC FY2022,76,2022-01-12
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q2 FY2022,JAN FY2022,109,2022-01-01
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q2 FY2022,NOV FY2022,139,2022-01-11
SRSBU,WANLAN,NIM-24A,Q2 FY2022,DEC FY2022,13574,2022-01-12
SRSBU,WANLAN,NIM-24A,Q2 FY2022,JAN FY2022,8895,2022-01-01
SRSBU,WANLAN,NIM-24A,Q2 FY2022,NOV FY2022,3658,2022-01-11
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,DEC FY2022,1206,2016-01-12
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,JAN FY2022,3449,2016-01-01
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,NOV FY2022,3892,2016-01-11
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,DEC FY2022,2792,2022-01-12
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,JAN FY2022,1768,2022-01-01
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,NOV FY2022,1419,2022-01-11
TOASTBU,QDD400G,QDD-4X100G-FR-S,Q2 FY2022,DEC FY2022,1014,2022-01-12
TOASTBU,QDD400G,QDD-4X100G-FR-S,Q2 FY2022,JAN FY2022,294,2022-01-01
TOASTBU,QDD400G,QDD-4X100G-FR-S,Q2 FY2022,NOV FY2022,20,2022-01-11
TOASTBU,QDD400G,QDD-400G-FR4-S,Q2 FY2022,DEC FY2022,15548,2022-01-12
TOASTBU,QDD400G,QDD-400G-FR4-S,Q2 FY2022,JAN FY2022,3007,2022-01-01
TOASTBU,QDD400G,QDD-400G-FR4-S,Q2 FY2022,NOV FY2022,1235,2022-01-11
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,DEC FY2022,27106,2016-01-12
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,JAN FY2022,37422,2016-01-01
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,NOV FY2022,28444,2016-01-11
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,DEC FY2022,20637,2022-01-12
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,JAN FY2022,25194,2022-01-01
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,NOV FY2022,15441,2022-01-11
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q2 FY2022,DEC FY2022,61080,2022-01-12
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q2 FY2022,JAN FY2022,80981,2022-01-01
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q2 FY2022,NOV FY2022,66699,2022-01-11
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q2 FY2022,DEC FY2022,8052,2022-01-12
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q2 FY2022,JAN FY2022,1630,2022-01-01
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q2 FY2022,NOV FY2022,1125,2022-01-11
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q2 FY2022,DEC FY2022,8225,2022-01-12
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q2 FY2022,JAN FY2022,29541,2022-01-01
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q2 FY2022,NOV FY2022,30618,2022-01-11
TOASTBU,QSFP100,QSFP-100G-DR-S,Q2 FY2022,DEC FY2022,6624,2022-01-12
TOASTBU,QSFP100,QSFP-100G-DR-S,Q2 FY2022,JAN FY2022,15410,2022-01-01
TOASTBU,QSFP100,QSFP-100G-DR-S,Q2 FY2022,NOV FY2022,15488,2022-01-11
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q2 FY2022,DEC FY2022,266,2022-01-12
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q2 FY2022,JAN FY2022,1397,2022-01-01
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q2 FY2022,NOV FY2022,1113,2022-01-11
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,DEC FY2022,2,2016-01-12
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,JAN FY2022,19,2016-01-01
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,DEC FY2022,8021,2022-01-12
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,JAN FY2022,20652,2022-01-01
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,NOV FY2022,19120,2022-01-11
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q2 FY2022,DEC FY2022,6313,2022-01-12
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q2 FY2022,JAN FY2022,30072,2022-01-01
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q2 FY2022,NOV FY2022,11276,2022-01-11
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,DEC FY2022,31016,2016-01-12
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,JAN FY2022,43318,2016-01-01
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,NOV FY2022,26718,2016-01-11
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,DEC FY2022,27030,2022-01-12
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,JAN FY2022,59606,2022-01-01
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,NOV FY2022,58354,2022-01-11
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,DEC FY2022,6583,2016-01-12
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,JAN FY2022,10647,2016-01-01
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,NOV FY2022,7033,2016-01-11
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,DEC FY2022,49468,2022-01-12
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,JAN FY2022,105278,2022-01-01
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,NOV FY2022,53223,2022-01-11
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q2 FY2022,DEC FY2022,10280,2022-01-12
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q2 FY2022,JAN FY2022,20825,2022-01-01
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q2 FY2022,NOV FY2022,19045,2022-01-11
TOASTBU,SEP25G,SFP-25G-SR-S,Q2 FY2022,DEC FY2022,46255,2022-01-12
TOASTBU,SEP25G,SFP-25G-SR-S,Q2 FY2022,JAN FY2022,57683,2022-01-01
TOASTBU,SEP25G,SFP-25G-SR-S,Q2 FY2022,NOV FY2022,23162,2022-01-11
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,DEC FY2022,650,2016-01-12
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,JAN FY2022,660,2016-01-01
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,NOV FY2022,78,2016-01-11
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,DEC FY2022,108303,2022-01-12
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,JAN FY2022,115273,2022-01-01
TOASTBU,SFPGE,GLC-TE,Q2 FY2022,NOV FY2022,69972,2022-01-11
UOPBLRBU,C1000,C1000-24T-4G-L,Q2 FY2022,DEC FY2022,7833,2022-01-12
UOPBLRBU,C1000,C1000-24T-4G-L,Q2 FY2022,JAN FY2022,9208,2022-01-01
UOPBLRBU,C1000,C1000-24T-4G-L,Q2 FY2022,NOV FY2022,5966,2022-01-11
UOPBLRBU,C1000,C1000-48T-4G-L,Q2 FY2022,DEC FY2022,4000,2022-01-12
UOPBLRBU,C1000,C1000-48T-4G-L,Q2 FY2022,JAN FY2022,4736,2022-01-01
UOPBLRBU,C1000,C1000-48T-4G-L,Q2 FY2022,NOV FY2022,3139,2022-01-11
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,DEC FY2022,1429,2016-01-12
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,JAN FY2022,2079,2016-01-01
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,NOV FY2022,1384,2016-01-11
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,DEC FY2022,3369,2022-01-12
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,JAN FY2022,2713,2022-01-01
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,NOV FY2022,4188,2022-01-11
UOPBLRBU,C3650,WS-C3650-48FQM,Q2 FY2022,DEC FY2022,187,2022-01-12
UOPBLRBU,C3650,WS-C3650-48FQM,Q2 FY2022,JAN FY2022,73,2022-01-01
UOPBLRBU,C3650,WS-C3650-48FQM,Q2 FY2022,NOV FY2022,625,2022-01-11
UOPBLRBU,C9200,C9200-24T-E,Q2 FY2022,DEC FY2022,2285,2022-01-12
UOPBLRBU,C9200,C9200-24T-E,Q2 FY2022,JAN FY2022,1028,2022-01-01
UOPBLRBU,C9200,C9200-24T-E,Q2 FY2022,NOV FY2022,1669,2022-01-11
UOPBLRBU,C9200,C9200-48P-A,Q2 FY2022,DEC FY2022,2149,2022-01-12
UOPBLRBU,C9200,C9200-48P-A,Q2 FY2022,JAN FY2022,3163,2022-01-01
UOPBLRBU,C9200,C9200-48P-A,Q2 FY2022,NOV FY2022,3056,2022-01-11
UOPBLRBU,C9200,C9200-48P-E,Q2 FY2022,DEC FY2022,6446,2022-01-12
UOPBLRBU,C9200,C9200-48P-E,Q2 FY2022,JAN FY2022,7978,2022-01-01
UOPBLRBU,C9200,C9200-48P-E,Q2 FY2022,NOV FY2022,8629,2022-01-11
UOPBLRBU,C9200,C9200-48PXG-E,Q2 FY2022,DEC FY2022,521,2022-01-12
UOPBLRBU,C9200,C9200-48PXG-E,Q2 FY2022,JAN FY2022,603,2022-01-01
UOPBLRBU,C9200,C9200-48PXG-E,Q2 FY2022,NOV FY2022,639,2022-01-11
UOPBLRBU,C9200,C9200-48T-E,Q2 FY2022,DEC FY2022,2921,2022-01-12
UOPBLRBU,C9200,C9200-48T-E,Q2 FY2022,JAN FY2022,1725,2022-01-01
UOPBLRBU,C9200,C9200-48T-E,Q2 FY2022,NOV FY2022,2045,2022-01-11
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q2 FY2022,DEC FY2022,11994,2022-01-12
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q2 FY2022,JAN FY2022,12252,2022-01-01
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q2 FY2022,NOV FY2022,17279,2022-01-11
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q2 FY2022,DEC FY2022,4475,2022-01-12
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q2 FY2022,JAN FY2022,4355,2022-01-01
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q2 FY2022,NOV FY2022,6564,2022-01-11
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q2 FY2022,DEC FY2022,5150,2022-01-12
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q2 FY2022,JAN FY2022,8583,2022-01-01
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q2 FY2022,NOV FY2022,8798,2022-01-11
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q2 FY2022,DEC FY2022,2620,2022-01-12
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q2 FY2022,JAN FY2022,2443,2022-01-01
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q2 FY2022,NOV FY2022,3596,2022-01-11
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q2 FY2022,DEC FY2022,9963,2022-01-12
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q2 FY2022,JAN FY2022,12611,2022-01-01
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q2 FY2022,NOV FY2022,9092,2022-01-11
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q2 FY2022,DEC FY2022,10395,2022-01-12
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q2 FY2022,JAN FY2022,10735,2022-01-01
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q2 FY2022,NOV FY2022,10642,2022-01-11
UOPBLRBU,C9200L,C9200L-48PL-4X-E,Q2 FY2022,DEC FY2022,541,2022-01-12
UOPBLRBU,C9200L,C9200L-48PL-4X-E,Q2 FY2022,JAN FY2022,1194,2022-01-01
UOPBLRBU,C9200L,C9200L-48PL-4X-E,Q2 FY2022,NOV FY2022,346,2022-01-11
UOPBLRBU,C9300,C9300-24P,Q2 FY2022,DEC FY2022,4873,2022-01-12
UOPBLRBU,C9300,C9300-24P,Q2 FY2022,JAN FY2022,7966,2022-01-01
UOPBLRBU,C9300,C9300-24P,Q2 FY2022,NOV FY2022,6125,2022-01-11
UOPBLRBU,C9300,C9300-24T,Q2 FY2022,DEC FY2022,5998,2022-01-12
UOPBLRBU,C9300,C9300-24T,Q2 FY2022,JAN FY2022,7028,2022-01-01
UOPBLRBU,C9300,C9300-24T,Q2 FY2022,NOV FY2022,7031,2022-01-11
UOPBLRBU,C9300,C9300-24UX,Q2 FY2022,DEC FY2022,1564,2022-01-12
UOPBLRBU,C9300,C9300-24UX,Q2 FY2022,JAN FY2022,3031,2022-01-01
UOPBLRBU,C9300,C9300-24UX,Q2 FY2022,NOV FY2022,2792,2022-01-11
UOPBLRBU,C9300,C9300-48H,Q2 FY2022,DEC FY2022,772,2022-01-12
UOPBLRBU,C9300,C9300-48H,Q2 FY2022,JAN FY2022,407,2022-01-01
UOPBLRBU,C9300,C9300-48H,Q2 FY2022,NOV FY2022,1448,2022-01-11
UOPBLRBU,C9300,C9300-48P,Q2 FY2022,DEC FY2022,16393,2022-01-12
UOPBLRBU,C9300,C9300-48P,Q2 FY2022,JAN FY2022,22035,2022-01-01
UOPBLRBU,C9300,C9300-48P,Q2 FY2022,NOV FY2022,18787,2022-01-11
UOPBLRBU,C9300,C9300-48T,Q2 FY2022,DEC FY2022,3739,2022-01-12
UOPBLRBU,C9300,C9300-48T,Q2 FY2022,JAN FY2022,6044,2022-01-01
UOPBLRBU,C9300,C9300-48T,Q2 FY2022,NOV FY2022,5953,2022-01-11
UOPBLRBU,C9300,C9300-48UN,Q2 FY2022,DEC FY2022,3051,2022-01-12
UOPBLRBU,C9300,C9300-48UN,Q2 FY2022,JAN FY2022,5110,2022-01-01
UOPBLRBU,C9300,C9300-48UN,Q2 FY2022,NOV FY2022,7007,2022-01-11
UOPBLRBU,C9300,C9300-48UXM,Q2 FY2022,DEC FY2022,6948,2022-01-12
UOPBLRBU,C9300,C9300-48UXM,Q2 FY2022,JAN FY2022,9455,2022-01-01
UOPBLRBU,C9300,C9300-48UXM,Q2 FY2022,NOV FY2022,8012,2022-01-11
UOPBLRBU,C9300,C9300-NM-8X,Q2 FY2022,DEC FY2022,32556,2022-01-12
UOPBLRBU,C9300,C9300-NM-8X,Q2 FY2022,JAN FY2022,43210,2022-01-01
UOPBLRBU,C9300,C9300-NM-8X,Q2 FY2022,NOV FY2022,43399,2022-01-11
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q2 FY2022,DEC FY2022,1179,2022-01-12
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q2 FY2022,JAN FY2022,1724,2022-01-01
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q2 FY2022,NOV FY2022,311,2022-01-11
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q2 FY2022,DEC FY2022,826,2022-01-12
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q2 FY2022,JAN FY2022,3041,2022-01-01
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q2 FY2022,NOV FY2022,860,2022-01-11
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q2 FY2022,DEC FY2022,1239,2022-01-12
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q2 FY2022,JAN FY2022,3871,2022-01-01
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q2 FY2022,NOV FY2022,2527,2022-01-11
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q2 FY2022,DEC FY2022,1724,2022-01-12
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q2 FY2022,JAN FY2022,5503,2022-01-01
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q2 FY2022,NOV FY2022,2858,2022-01-11
UOPBLRBU,C9300L,C9300L-48UXG-4X-A,Q2 FY2022,DEC FY2022,855,2022-01-12
UOPBLRBU,C9300L,C9300L-48UXG-4X-A,Q2 FY2022,JAN FY2022,1169,2022-01-01
UOPBLRBU,C9300L,C9300L-48UXG-4X-A,Q2 FY2022,NOV FY2022,1955,2022-01-11
UOPBLRBU,C9400,C9400-LC-48U,Q2 FY2022,DEC FY2022,5938,2022-01-12
UOPBLRBU,C9400,C9400-LC-48U,Q2 FY2022,JAN FY2022,6488,2022-01-01
UOPBLRBU,C9400,C9400-LC-48U,Q2 FY2022,NOV FY2022,8107,2022-01-11
UOPBLRBU,C9400,C9400-LC-48UX,Q2 FY2022,DEC FY2022,3662,2022-01-12
UOPBLRBU,C9400,C9400-LC-48UX,Q2 FY2022,JAN FY2022,4709,2022-01-01
UOPBLRBU,C9400,C9400-LC-48UX,Q2 FY2022,NOV FY2022,7238,2022-01-11
UOPBLRBU,C9400,C9400-PWR-3200AC,Q2 FY2022,DEC FY2022,11298,2022-01-12
UOPBLRBU,C9400,C9400-PWR-3200AC,Q2 FY2022,JAN FY2022,16299,2022-01-01
UOPBLRBU,C9400,C9400-PWR-3200AC,Q2 FY2022,NOV FY2022,18381,2022-01-11
UOPBLRBU,C9400,C9400-SUP-1,Q2 FY2022,DEC FY2022,2258,2022-01-12
UOPBLRBU,C9400,C9400-SUP-1,Q2 FY2022,JAN FY2022,3045,2022-01-01
UOPBLRBU,C9400,C9400-SUP-1,Q2 FY2022,NOV FY2022,3092,2022-01-11
UOPBLRBU,C9400,C9400-SUP-1XL,Q2 FY2022,DEC FY2022,1777,2022-01-12
UOPBLRBU,C9400,C9400-SUP-1XL,Q2 FY2022,JAN FY2022,2590,2022-01-01
UOPBLRBU,C9400,C9400-SUP-1XL,Q2 FY2022,NOV FY2022,2984,2022-01-11
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q2 FY2022,DEC FY2022,935,2022-01-12
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q2 FY2022,JAN FY2022,867,2022-01-01
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q2 FY2022,NOV FY2022,1307,2022-01-11
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q2 FY2022,DEC FY2022,161,2022-01-12
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q2 FY2022,JAN FY2022,301,2022-01-01
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q2 FY2022,NOV FY2022,178,2022-01-11
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q2 FY2022,DEC FY2022,709,2022-01-12
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q2 FY2022,JAN FY2022,1191,2022-01-01
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q2 FY2022,NOV FY2022,1277,2022-01-11
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q2 FY2022,DEC FY2022,18469,2022-01-12
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q2 FY2022,JAN FY2022,52907,2022-01-01
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q2 FY2022,NOV FY2022,16123,2022-01-11
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q2 FY2022,DEC FY2022,624,2022-01-12
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q2 FY2022,JAN FY2022,30354,2022-01-01
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q2 FY2022,NOV FY2022,36,2022-01-11
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,DEC FY2022,18256,2016-01-12
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,JAN FY2022,15710,2016-01-01
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,NOV FY2022,18959,2016-01-11
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,DEC FY2022,7472,2022-01-12
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,JAN FY2022,7499,2022-01-01
UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,NOV FY2022,6294,2022-01-11
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,DEC FY2022,3921,2016-01-12
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,JAN FY2022,2855,2016-01-01
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,NOV FY2022,3511,2016-01-11
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,DEC FY2022,4396,2022-01-12
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,JAN FY2022,8509,2022-01-01
UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,NOV FY2022,5580,2022-01-11
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,DEC FY2022,83026,2016-01-12
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,JAN FY2022,111267,2016-01-01
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,NOV FY2022,65995,2016-01-11
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,DEC FY2022,39675,2022-01-12
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,JAN FY2022,49139,2022-01-01
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,NOV FY2022,54823,2022-01-11
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,DEC FY2022,71281,2016-01-12
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,JAN FY2022,80802,2016-01-01
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,NOV FY2022,62857,2016-01-11
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,DEC FY2022,35175,2022-01-12
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,JAN FY2022,117766,2022-01-01
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,NOV FY2022,43919,2022-01-11
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,DEC FY2022,24529,2016-01-12
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,JAN FY2022,27945,2016-01-01
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,NOV FY2022,29467,2016-01-11
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,DEC FY2022,23406,2022-01-12
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,JAN FY2022,33713,2022-01-01
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,NOV FY2022,23846,2022-01-11
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,DEC FY2022,49787,2016-01-12
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,JAN FY2022,64555,2016-01-01
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,NOV FY2022,40785,2016-01-11
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,DEC FY2022,54639,2022-01-12
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,JAN FY2022,72097,2022-01-01
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,NOV FY2022,42433,2022-01-11
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,DEC FY2022,44683,2016-01-12
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,JAN FY2022,29992,2016-01-01
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,NOV FY2022,59370,2016-01-11
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,DEC FY2022,55411,2022-01-12
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,JAN FY2022,60374,2022-01-01
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,NOV FY2022,62942,2022-01-11
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,DEC FY2022,9563,2016-01-12
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,JAN FY2022,5440,2016-01-01
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,NOV FY2022,6725,2016-01-11
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,DEC FY2022,7675,2022-01-12
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,JAN FY2022,41930,2022-01-01
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,NOV FY2022,37964,2022-01-11
UCEBU,WPHONE,CP-8821-K9-BUN,Q2 FY2022,DEC FY2022,11850,2022-01-12
UCEBU,WPHONE,CP-8821-K9-BUN,Q2 FY2022,JAN FY2022,19149,2022-01-01
UCEBU,WPHONE,CP-8821-K9-BUN,Q2 FY2022,NOV FY2022,14670,2022-01-11
RTOBU,C9105AX,C9105AXI-B,Q2 FY2022,DEC FY2022,13550,2022-01-12
RTOBU,C9105AX,C9105AXI-B,Q2 FY2022,JAN FY2022,14341,2022-01-01
RTOBU,C9105AX,C9105AXI-B,Q2 FY2022,NOV FY2022,17159,2022-01-11
RTOBU,C9105AX,C9105AXW-B,Q2 FY2022,DEC FY2022,17467,2022-01-12
RTOBU,C9105AX,C9105AXW-B,Q2 FY2022,JAN FY2022,12387,2022-01-01
RTOBU,C9105AX,C9105AXW-B,Q2 FY2022,NOV FY2022,15318,2022-01-11
RTOBU,C9115AX,C9115AXE-B,Q2 FY2022,DEC FY2022,2698,2022-01-12
RTOBU,C9115AX,C9115AXE-B,Q2 FY2022,JAN FY2022,6024,2022-01-01
RTOBU,C9115AX,C9115AXE-B,Q2 FY2022,NOV FY2022,3678,2022-01-11
RTOBU,C9115AX,C9115AXI-B,Q2 FY2022,DEC FY2022,39323,2022-01-12
RTOBU,C9115AX,C9115AXI-B,Q2 FY2022,JAN FY2022,58492,2022-01-01
RTOBU,C9115AX,C9115AXI-B,Q2 FY2022,NOV FY2022,39195,2022-01-11
